SN,Pers1_id,pay5_2,pay5_3a,pay5_3aOther,pay5_3b__0,pay5_4,pay5_5,pay5_6
6921,Spouse,Urban community, , ,Kilimanjaro,Monthly,Through mobile phone:different network,Household use (food/clothing)
8219,Spouse,Rural village, , ,Rukwa,When they ask you to/in an emergency,Through mobile phone:different network,Household use (food/clothing)
7864,Spouse,Urban community, , ,Dar es Salaam,Several times a year,Through mobile phone:different network,Household use (food/clothing)
9097,Spouse,Urban community, , ,Mwanza,Monthly,Through mobile phone:different network,Household use (food/clothing)
6927,Spouse,Urban community, , ,Dar es Salaam,When they ask you to/in an emergency,Through mobile phone:different network,Household use (food/clothing)
3793,Spouse,Urban community, , ,Kigoma,When they ask you to/in an emergency,Through mobile phone:different network,Household use (food/clothing)
1565,Spouse,Outside of Tanzania,Other specify,NOT SPECIFIED, ,Only once off/Once a year,Through mobile phone using the same network,Household use (food/clothing)
3259,Spouse,Outside of Tanzania,Other specify,NOT SPECIFIED, ,Several times a year,Through mobile phone using the same network,Household use (food/clothing)
7417,Other family member,Outside of Tanzania,Other specify,ZAMBIA, ,When you can,Through mobile phone using the same network,Household use (food/clothing)
6351,Child,Outside of Tanzania,Other specify,OMAN, ,Several times a year,Through mobile phone using the same network,Household use (food/clothing)
7102,Spouse,Outside of Tanzania,Other specify,DRC, ,When you can,Through mobile phone using the same network,Household use (food/clothing)
7168,Child,Outside of Tanzania,Other specify,DRC, ,When you can,Through mobile phone using the same network,Household use (food/clothing)
7106,Spouse,Outside of Tanzania,Other specify,DRC, ,When you can,Through mobile phone using the same network,Household use (food/clothing)
7101,Parent,Outside of Tanzania,Other specify,CONGO, ,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
6905,Friend,Outside of Tanzania,England, , ,When you can,Through mobile phone using the same network,Household use (food/clothing)
7330,Child,Outside of Tanzania,USA, , ,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
8993,Spouse,Outside of Tanzania,Mozambique, , ,When you can,Through mobile phone using the same network,Household use (food/clothing)
7101,Other family member,Outside of Tanzania,South Africa, , ,When you can,Through mobile phone using the same network,Household use (food/clothing)
9803,"Other, specify",Outside of Tanzania,Kenya, , ,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
965,Child,Outside of Tanzania,Kenya, , ,Several times a year,Through mobile phone using the same network,Household use (food/clothing)
1047,Child,Outside of Tanzania,Kenya, , ,When you can,Through mobile phone using the same network,Household use (food/clothing)
807,Spouse,Outside of Tanzania,Kenya, , ,Fortnightly,Through mobile phone using the same network,Household use (food/clothing)
823,Spouse,Outside of Tanzania,Kenya, , ,Monthly,Through mobile phone using the same network,Household use (food/clothing)
1258,Spouse,Outside of Tanzania,Kenya, , ,Only once off/Once a year,Through mobile phone using the same network,Household use (food/clothing)
7032,Spouse,Outside of Tanzania,Kenya, , ,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
1107,Spouse,Outside of Tanzania,Kenya, , ,Monthly,Through mobile phone using the same network,Household use (food/clothing)
8421,"Other, specify",Urban community, , ,Dar es Salaam,When you can,Through mobile phone using the same network,Household use (food/clothing)
3277,"Other, specify",Rural village, , ,Rukwa,Several times a year,Through mobile phone using the same network,Household use (food/clothing)
1681,"Other, specify",Urban community, , ,Dar es Salaam,Several times a year,Through mobile phone using the same network,Household use (food/clothing)
4780,"Other, specify",Urban community, , ,Manyara,Seasonally,Through mobile phone using the same network,Household use (food/clothing)
7458,"Other, specify",Urban community, , ,Dar es Salaam,Monthly,Through mobile phone using the same network,Household use (food/clothing)
7947,"Other, specify",Urban community, , ,Dar es Salaam,Only once off/Once a year,Through mobile phone using the same network,Household use (food/clothing)
1504,"Other, specify",Urban community, , ,Dar es Salaam,When you can,Through mobile phone using the same network,Household use (food/clothing)
3295,"Other, specify",Rural village, , ,Rukwa,Only once off/Once a year,Through mobile phone using the same network,Household use (food/clothing)
7511,"Other, specify",Urban community, , ,Dar es Salaam,Monthly,Through mobile phone using the same network,Household use (food/clothing)
9177,"Other, specify",Rural village, , ,Iringa,Monthly,Through mobile phone using the same network,Household use (food/clothing)
1706,"Other, specify",Urban community, , ,Lindi,Monthly,Through mobile phone using the same network,Household use (food/clothing)
7531,"Other, specify",Urban community, , ,Dar es Salaam,Seasonally,Through mobile phone using the same network,Household use (food/clothing)
433,"Other, specify",Urban community, , ,Dar es Salaam,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
200,"Other, specify",Rural village, , ,Dodoma,Seasonally,Through mobile phone using the same network,Household use (food/clothing)
4863,"Other, specify",Urban community, , ,Manyara,Several times a year,Through mobile phone using the same network,Household use (food/clothing)
7591,"Other, specify",Urban community, , ,Dar es Salaam,Seasonally,Through mobile phone using the same network,Household use (food/clothing)
8247,"Other, specify",Urban community, , ,Arusha,Several times a year,Through mobile phone using the same network,Household use (food/clothing)
9438,"Other, specify",Rural village, , ,Shinyanga,Weekly,Through mobile phone using the same network,Household use (food/clothing)
1997,"Other, specify",Urban community, , ,Dar es Salaam,Several times a year,Through mobile phone using the same network,Household use (food/clothing)
1574,"Other, specify",Urban community, , ,Dodoma,Several times a year,Through mobile phone using the same network,Household use (food/clothing)
3629,"Other, specify",Rural village, , ,Kigoma,When you can,Through mobile phone using the same network,Household use (food/clothing)
8178,"Other, specify",Urban community, , ,Mbeya,Seasonally,Through mobile phone using the same network,Household use (food/clothing)
6729,"Other, specify",Urban community, , ,Arusha,Seasonally,Through mobile phone using the same network,Household use (food/clothing)
2470,"Other, specify",Urban community, , ,Iringa,Monthly,Through mobile phone using the same network,Household use (food/clothing)
3644,"Other, specify",Urban community, , ,Kigoma,Several times a year,Through mobile phone using the same network,Household use (food/clothing)
2644,"Other, specify",Urban community, , ,Mbeya,Several times a year,Through mobile phone using the same network,Household use (food/clothing)
1045,"Other, specify",Urban community, , ,Dar es Salaam,Monthly,Through mobile phone using the same network,Household use (food/clothing)
9333,"Other, specify",Urban community, , ,Simiyu,Only once off/Once a year,Through mobile phone using the same network,Household use (food/clothing)
6095,"Other, specify",Urban community, , ,Mjini Magharibi,Seasonally,Through mobile phone using the same network,Household use (food/clothing)
8486,"Other, specify",Urban community, , ,Kigoma,Several times a year,Through mobile phone using the same network,Household use (food/clothing)
2882,"Other, specify",Urban community, , ,Singida,Several times a year,Through mobile phone using the same network,Household use (food/clothing)
1612,"Other, specify",Urban community, , ,Dar es Salaam,Seasonally,Through mobile phone using the same network,Household use (food/clothing)
9845,"Other, specify",Urban community, , ,Mjini Magharibi,Monthly,Through mobile phone using the same network,Household use (food/clothing)
9210,"Other, specify",Urban community, , ,Dar es Salaam,Monthly,Through mobile phone using the same network,Household use (food/clothing)
7798,"Other, specify",Urban community, , ,Dar es Salaam,Seasonally,Through mobile phone using the same network,Household use (food/clothing)
1832,"Other, specify",Urban community, , ,Dar es Salaam,When you can,Through mobile phone using the same network,Household use (food/clothing)
8410,"Other, specify",Urban community, , ,Rukwa,When you can,Through mobile phone using the same network,Household use (food/clothing)
6913,"Other, specify",Urban community, , ,Dodoma,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
3960,"Other, specify",Urban community, , ,Shinyanga,Several times a year,Through mobile phone using the same network,Household use (food/clothing)
7858,"Other, specify",Urban community, , ,Dar es Salaam,Only once off/Once a year,Through mobile phone using the same network,Household use (food/clothing)
7879,"Other, specify",Rural village, , ,Kagera,When you can,Through mobile phone using the same network,Household use (food/clothing)
8415,"Other, specify",Urban community, , ,Rukwa,Only once off/Once a year,Through mobile phone using the same network,Household use (food/clothing)
1167,Someone who borrowed money from you,Rural village, , ,Morogoro,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
2744,Someone who borrowed money from you,Urban community, , ,Dar es Salaam,When you can,Through mobile phone using the same network,Household use (food/clothing)
873,Someone who borrowed money from you,Rural village, , ,Tanga,Only once off/Once a year,Through mobile phone using the same network,Household use (food/clothing)
7024,Someone who borrowed money from you,Urban community, , ,Tanga,When you can,Through mobile phone using the same network,Household use (food/clothing)
5099,Someone who borrowed money from you,Urban community, , ,Mbeya,When you can,Through mobile phone using the same network,Household use (food/clothing)
3021,Someone who borrowed money from you,Urban community, , ,Tabora,Seasonally,Through mobile phone using the same network,Household use (food/clothing)
9180,Someone who borrowed money from you,Urban community, , ,Njombe,When you can,Through mobile phone using the same network,Household use (food/clothing)
5657,Someone who borrowed money from you,Urban community, , ,Geita,When you can,Through mobile phone using the same network,Household use (food/clothing)
2412,Someone who borrowed money from you,Urban community, , ,Dar es Salaam,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
9408,Someone who borrowed money from you,Urban community, , ,Shinyanga,When you can,Through mobile phone using the same network,Household use (food/clothing)
7962,Someone who borrowed money from you,Urban community, , ,Mwanza,Only once off/Once a year,Through mobile phone using the same network,Household use (food/clothing)
938,Someone who borrowed money from you,Urban community, , ,Dar es Salaam,When you can,Through mobile phone using the same network,Household use (food/clothing)
462,Someone who borrowed money from you,Rural village, , ,Arusha,Seasonally,Through mobile phone using the same network,Household use (food/clothing)
9417,Someone who borrowed money from you,Urban community, , ,Mwanza,When you can,Through mobile phone using the same network,Household use (food/clothing)
2429,Someone who borrowed money from you,Rural village, , ,Iringa,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
7037,Someone who borrowed money from you,Urban community, , ,Tanga,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
8313,Someone who borrowed money from you,Rural village, , ,Tabora,Only once off/Once a year,Through mobile phone using the same network,Household use (food/clothing)
7051,Someone who borrowed money from you,Rural village, , ,Tanga,Several times a year,Through mobile phone using the same network,Household use (food/clothing)
3354,Someone who borrowed money from you,Rural village, , ,Rukwa,Only once off/Once a year,Through mobile phone using the same network,Household use (food/clothing)
4409,Someone who borrowed money from you,Rural village, , ,Mwanza,When you can,Through mobile phone using the same network,Household use (food/clothing)
9449,Someone who borrowed money from you,Urban community, , ,Geita,Only once off/Once a year,Through mobile phone using the same network,Household use (food/clothing)
4952,Someone who borrowed money from you,Urban community, , ,Kilimanjaro,When you can,Through mobile phone using the same network,Household use (food/clothing)
6886,Someone who borrowed money from you,Urban community, , ,Manyara,When you can,Through mobile phone using the same network,Household use (food/clothing)
5318,Someone who borrowed money from you,Urban community, , ,Kigoma,Only once off/Once a year,Through mobile phone using the same network,Household use (food/clothing)
4997,Someone who borrowed money from you,Urban community, , ,Manyara,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
5006,Someone who borrowed money from you,Urban community, , ,Manyara,Monthly,Through mobile phone using the same network,Household use (food/clothing)
1860,Friend,Rural village, , ,Lindi,Several times a year,Through mobile phone using the same network,Household use (food/clothing)
1863,Friend,Rural village, , ,Mtwara,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
87,Friend,Urban community, , ,Iringa,Several times a year,Through mobile phone using the same network,Household use (food/clothing)
8715,Friend,Urban community, , ,Geita,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
9856,Friend,Urban community, , ,Mjini Magharibi,Only once off/Once a year,Through mobile phone using the same network,Household use (food/clothing)
3799,Friend,Rural village, , ,Shinyanga,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
7419,Friend,Urban community, , ,Dodoma,Several times a year,Through mobile phone using the same network,Household use (food/clothing)
8084,Friend,Urban community, , ,Iringa,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
4539,Friend,Urban community, , ,Kaskazini Unguja,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
1175,Friend,Rural village, , ,Morogoro,When you can,Through mobile phone using the same network,Household use (food/clothing)
7420,Friend,Urban community, , ,Dar es Salaam,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
3982,Friend,Urban community, , ,Morogoro,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
9355,Friend,Urban community, , ,Geita,Only once off/Once a year,Through mobile phone using the same network,Household use (food/clothing)
5063,Friend,Rural village, , ,Njombe,When you can,Through mobile phone using the same network,Household use (food/clothing)
9163,Friend,Urban community, , ,Njombe,When you can,Through mobile phone using the same network,Household use (food/clothing)
825,Friend,Urban community, , ,Dar es Salaam,Several times a year,Through mobile phone using the same network,Household use (food/clothing)
6355,Friend,Urban community, , ,Kaskazini Pemba,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
1876,Friend,Rural village, , ,Mtwara,Several times a year,Through mobile phone using the same network,Household use (food/clothing)
107,Friend,Rural village, , ,Dodoma,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
4777,Friend,Urban community, , ,Arusha,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
9576,Friend,Urban community, , ,Kusini Unguja,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
7000,Friend,Urban community, , ,Tanga,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
9302,Friend,Urban community, , ,Simiyu,Several times a year,Through mobile phone using the same network,Household use (food/clothing)
7941,Friend,Urban community, , ,Arusha,Only once off/Once a year,Through mobile phone using the same network,Household use (food/clothing)
397,Friend,Rural village, , ,Arusha,When you can,Through mobile phone using the same network,Household use (food/clothing)
9367,Friend,Urban community, , ,Dar es Salaam,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
8085,Friend,Urban community, , ,Iringa,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
4784,Friend,Urban community, , ,Manyara,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
9370,Friend,Urban community, , ,Geita,Only once off/Once a year,Through mobile phone using the same network,Household use (food/clothing)
1887,Friend,Urban community, , ,Mtwara,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
9371,Friend,Urban community, , ,Kilimanjaro,Only once off/Once a year,Through mobile phone using the same network,Household use (food/clothing)
401,Friend,Urban community, , ,Arusha,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
9009,Friend,Urban community, , ,Mara,Several times a year,Through mobile phone using the same network,Household use (food/clothing)
6363,Friend,Urban community, , ,Mjini Magharibi,When you can,Through mobile phone using the same network,Household use (food/clothing)
2757,Friend,Urban community, , ,Arusha,Several times a year,Through mobile phone using the same network,Household use (food/clothing)
5624,Friend,Rural village, , ,Geita,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
3493,Friend,Urban community, , ,Kigoma,When you can,Through mobile phone using the same network,Household use (food/clothing)
7475,Friend,Urban community, , ,Dar es Salaam,When you can,Through mobile phone using the same network,Household use (food/clothing)
6295,Friend,Urban community, , ,Kaskazini Unguja,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
2561,Friend,Urban community, , ,Mbeya,Seasonally,Through mobile phone using the same network,Household use (food/clothing)
9630,Friend,Urban community, , ,Mjini Magharibi,Seasonally,Through mobile phone using the same network,Household use (food/clothing)
7130,Friend,Urban community, , ,Morogoro,Only once off/Once a year,Through mobile phone using the same network,Household use (food/clothing)
8042,Friend,Urban community, , ,Mbeya,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
2162,Friend,Urban community, , ,Mtwara,When you can,Through mobile phone using the same network,Household use (food/clothing)
2566,Friend,Rural village, , ,Mbeya,When you can,Through mobile phone using the same network,Household use (food/clothing)
9382,Friend,Rural village, , ,Geita,Only once off/Once a year,Through mobile phone using the same network,Household use (food/clothing)
873,Friend,Rural village, , ,Tanga,Only once off/Once a year,Through mobile phone using the same network,Household use (food/clothing)
3817,Friend,Rural village, , ,Shinyanga,Several times a year,Through mobile phone using the same network,Household use (food/clothing)
6658,Friend,Urban community, , ,Dodoma,Several times a year,Through mobile phone using the same network,Household use (food/clothing)
7501,Friend,Urban community, , ,Dodoma,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
1509,Friend,Urban community, , ,Dar es Salaam,Only once off/Once a year,Through mobile phone using the same network,Household use (food/clothing)
1701,Friend,Urban community, , ,Mtwara,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
7511,Friend,Rural village, , ,Kilimanjaro,Seasonally,Through mobile phone using the same network,Household use (food/clothing)
6378,Friend,Urban community, , ,Morogoro,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
7144,Friend,Urban community, , ,Morogoro,Only once off/Once a year,Through mobile phone using the same network,Household use (food/clothing)
1920,Friend,Urban community, , ,Dodoma,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
2175,Friend,Urban community, , ,Ruvuma,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
8132,Friend,Rural village, , ,Mbeya,Only once off/Once a year,Through mobile phone using the same network,Household use (food/clothing)
2178,Friend,Rural village, , ,Ruvuma,When you can,Through mobile phone using the same network,Household use (food/clothing)
1232,Friend,Urban community, , ,Morogoro,Seasonally,Through mobile phone using the same network,Household use (food/clothing)
8133,Friend,Urban community, , ,Mbeya,Several times a year,Through mobile phone using the same network,Household use (food/clothing)
8550,Friend,Urban community, , ,Shinyanga,Only once off/Once a year,Through mobile phone using the same network,Household use (food/clothing)
3829,Friend,Urban community, , ,Tabora,Several times a year,Through mobile phone using the same network,Household use (food/clothing)
8786,Friend,Urban community, , ,Dar es Salaam,Several times a year,Through mobile phone using the same network,Household use (food/clothing)
432,Friend,Rural village, , ,Arusha,When you can,Through mobile phone using the same network,Household use (food/clothing)
2583,Friend,Rural village, , ,Mbeya,Only once off/Once a year,Through mobile phone using the same network,Household use (food/clothing)
2186,Friend,Urban community, , ,Ruvuma,Only once off/Once a year,Through mobile phone using the same network,Household use (food/clothing)
4584,Friend,Rural village, , ,Mara,Only once off/Once a year,Through mobile phone using the same network,Household use (food/clothing)
6671,Friend,Urban community, , ,Dar es Salaam,When you can,Through mobile phone using the same network,Household use (food/clothing)
9869,Friend,Urban community, , ,Dar es Salaam,Monthly,Through mobile phone using the same network,Household use (food/clothing)
437,Friend,Urban community, , ,Arusha,When you can,Through mobile phone using the same network,Household use (food/clothing)
2585,Friend,Urban community, , ,Mbeya,When you can,Through mobile phone using the same network,Household use (food/clothing)
6183,Friend,Urban community, , ,Mjini Magharibi,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
9402,Friend,Urban community, , ,Mwanza,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
439,Friend,Urban community, , ,Arusha,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
7332,Friend,Urban community, , ,Dar es Salaam,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
5250,Friend,Urban community, , ,Katavi,Only once off/Once a year,Through mobile phone using the same network,Household use (food/clothing)
9239,Friend,Urban community, , ,Katavi,Weekly,Through mobile phone using the same network,Household use (food/clothing)
4848,Friend,Rural village, , ,Manyara,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
4849,Friend,Rural village, , ,Manyara,When you can,Through mobile phone using the same network,Household use (food/clothing)
8806,Friend,Urban community, , ,Mwanza,Several times a year,Through mobile phone using the same network,Household use (food/clothing)
8375,Friend,Urban community, , ,Rukwa,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
3553,Friend,Urban community, , ,Kigoma,When you can,Through mobile phone using the same network,Household use (food/clothing)
6677,Friend,Urban community, , ,Dodoma,Fortnightly,Through mobile phone using the same network,Household use (food/clothing)
6678,Friend,Urban community, , ,Dar es Salaam,Seasonally,Through mobile phone using the same network,Household use (food/clothing)
8809,Friend,Urban community, , ,Mwanza,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
450,Friend,Urban community, , ,Arusha,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
9677,Friend,Rural village, , ,Kaskazini Unguja,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
5256,Friend,Urban community, , ,Katavi,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
8154,Friend,Rural village, , ,Mbeya,When you can,Through mobile phone using the same network,Household use (food/clothing)
9411,Friend,Rural village, , ,Geita,Several times a year,Through mobile phone using the same network,Household use (food/clothing)
5439,Friend,Urban community, , ,Simiyu,Several times a year,Through mobile phone using the same network,Household use (food/clothing)
7172,Friend,Urban community, , ,Morogoro,When you can,Through mobile phone using the same network,Household use (food/clothing)
5677,Friend,Rural village, , ,Geita,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
4871,Friend,Urban community, , ,Arusha,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
9316,Friend,Urban community, , ,Tabora,Only once off/Once a year,Through mobile phone using the same network,Household use (food/clothing)
6030,Friend,Urban community, , ,Mjini Magharibi,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
462,Friend,Rural village, , ,Arusha,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
4877,Friend,Rural village, , ,Manyara,When you can,Through mobile phone using the same network,Household use (food/clothing)
943,Friend,Urban community, , ,Dar es Salaam,When you can,Through mobile phone using the same network,Household use (food/clothing)
1276,Friend,Urban community, , ,Morogoro,Only once off/Once a year,Through mobile phone using the same network,Household use (food/clothing)
3058,Friend,Urban community, , ,Dar es Salaam,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
4370,Friend,Urban community, , ,Mwanza,When you can,Through mobile phone using the same network,Household use (food/clothing)
8568,Friend,Urban community, , ,Tabora,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
947,Friend,Urban community, , ,Dar es Salaam,When you can,Through mobile phone using the same network,Household use (food/clothing)
6034,Friend,Rural village, , ,Kusini Unguja,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
8824,Friend,Urban community, , ,Geita,When you can,Through mobile phone using the same network,Household use (food/clothing)
6856,Friend,Urban community, , ,Dodoma,Several times a year,Through mobile phone using the same network,Household use (food/clothing)
9,Friend,Urban community, , ,Dar es Salaam,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
7179,Friend,Urban community, , ,Dar es Salaam,Only once off/Once a year,Through mobile phone using the same network,Household use (food/clothing)
9422,Friend,Rural village, , ,Katavi,When you can,Through mobile phone using the same network,Household use (food/clothing)
2603,Friend,Rural village, , ,Rukwa,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
8165,Friend,Rural village, , ,Songwe,Several times a year,Through mobile phone using the same network,Household use (food/clothing)
5689,Friend,Rural village, , ,Shinyanga,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
7181,Friend,Rural village, , ,Morogoro,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
6564,Friend,Urban community, , ,Mjini Magharibi,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
1290,Friend,Rural village, , ,Morogoro,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
7971,Friend,Urban community, , ,Mtwara,Only once off/Once a year,Through mobile phone using the same network,Household use (food/clothing)
1975,Friend,Rural village, , ,Mtwara,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
8670,Friend,Urban community, , ,Dar es Salaam,Seasonally,Through mobile phone using the same network,Household use (food/clothing)
10,Friend,Urban community, , ,Mbeya,Several times a year,Through mobile phone using the same network,Household use (food/clothing)
480,Friend,Urban community, , ,Arusha,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
1740,Friend,Rural village, , ,Lindi,Only once off/Once a year,Through mobile phone using the same network,Household use (food/clothing)
6695,Friend,Urban community, , ,Dodoma,When you can,Through mobile phone using the same network,Household use (food/clothing)
9428,Friend,Urban community, , ,Geita,When you can,Through mobile phone using the same network,Household use (food/clothing)
7044,Friend,Urban community, , ,Tanga,Only once off/Once a year,Through mobile phone using the same network,Household use (food/clothing)
6418,Friend,Rural village, , ,Kaskazini Pemba,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
7622,Friend,Urban community, , ,Dar es Salaam,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
9832,Friend,Urban community, , ,Mjini Magharibi,When you can,Through mobile phone using the same network,Household use (food/clothing)
7974,Friend,Urban community, , ,Mtwara,Only once off/Once a year,Through mobile phone using the same network,Household use (food/clothing)
683,Friend,Urban community, , ,Kilimanjaro,When you can,Through mobile phone using the same network,Household use (food/clothing)
4389,Friend,Urban community, , ,Geita,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
9698,Friend,Urban community, , ,Dar es Salaam,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
9324,Friend,Urban community, , ,Geita,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
7047,Friend,Urban community, , ,Tanga,When you can,Through mobile phone using the same network,Household use (food/clothing)
5703,Friend,Urban community, , ,Dar es Salaam,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
1559,Friend,Urban community, , ,Dar es Salaam,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
5273,Friend,Urban community, , ,Katavi,Several times a year,Through mobile phone using the same network,Household use (food/clothing)
8843,Friend,Urban community, , ,Mwanza,When you can,Through mobile phone using the same network,Household use (food/clothing)
6955,Friend,Urban community, , ,Dar es Salaam,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
6864,Friend,Urban community, , ,Arusha,When you can,Through mobile phone using the same network,Household use (food/clothing)
6707,Friend,Urban community, , ,Arusha,Monthly,Through mobile phone using the same network,Household use (food/clothing)
2232,Friend,Urban community, , ,Ruvuma,When you can,Through mobile phone using the same network,Household use (food/clothing)
3606,Friend,Rural village, , ,Kigoma,Seasonally,Through mobile phone using the same network,Household use (food/clothing)
6708,Friend,Urban community, , ,Arusha,When you can,Through mobile phone using the same network,Household use (food/clothing)
6317,Friend,Urban community, , ,Mjini Magharibi,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
6212,Friend,Rural village, , ,Kusini Unguja,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
1568,Friend,Rural village, , ,Pwani,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
9883,Friend,Urban community, , ,Kusini Pemba,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
8858,Friend,Urban community, , ,Mwanza,Only once off/Once a year,Through mobile phone using the same network,Household use (food/clothing)
259,Friend,Urban community, , ,Dodoma,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
17,Friend,Urban community, , ,Dar es Salaam,Several times a year,Through mobile phone using the same network,Household use (food/clothing)
5900,Friend,Urban community, , ,Mbeya,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
2623,Friend,Rural village, , ,Mbeya,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
7057,Friend,Urban community, , ,Tanga,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
263,Friend,Rural village, , ,Dodoma,Seasonally,Through mobile phone using the same network,Household use (food/clothing)
9251,Friend,Rural village, , ,Tabora,Only once off/Once a year,Through mobile phone using the same network,Household use (food/clothing)
997,Friend,Urban community, , ,Tanga,When you can,Through mobile phone using the same network,Household use (food/clothing)
9252,Friend,Urban community, , ,Tabora,When you can,Through mobile phone using the same network,Household use (food/clothing)
5144,Friend,Urban community, , ,Mbeya,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
8388,Friend,Urban community, , ,Rukwa,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
