SN,Exp_id,E14_3,E14_2
5712,You had large unforeseen death/funeral expenses,No,Nothing
3101,You had large unforeseen death/funeral expenses,Yes,Sold agriproducts/livestock/harvest
3101,You had large unforeseen medical expenses,Yes,Sold agriproducts/livestock/harvest
8856,You had large unforeseen medical expenses,Yes,Borrowed money
2841,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Sold agriproducts/livestock/harvest
5281,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Worked more/did casual jobs
5281,You received no money/less money than you expected,Yes,Worked more/did casual jobs
987,You had large unforeseen medical expenses,Yes,Cut down on expenses
6958,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Used savings;
4124,"You had large unforeseen expenses, specify",Yes,Borrowed money
4124,You received no money/less money than you expected,Yes,Borrowed money
4124,You had large unforeseen death/funeral expenses,Yes,Borrowed money
4124,You had large unforeseen medical expenses,Yes,Borrowed money
1990,You received no money/less money than you expected,Yes,Used savings;
4915,You had large unforeseen medical expenses,Yes,Help from friends/relatives/community/Government
8169,You had large unforeseen medical expenses,Yes,Used savings;
8169,You had large unforeseen death/funeral expenses,Yes,Used savings;
8584,You received no money/less money than you expected,Yes,Used savings;
1315,You received no money/less money than you expected,Yes,Worked more/did casual jobs
1315,You had large unforeseen medical expenses,Yes,Worked more/did casual jobs
698,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Sold agriproducts/livestock/harvest
698,You received no money/less money than you expected,Yes,Used savings;
698,Loss of income as a result of an unexpected drop in the price you get for produce/harvest/ products,Yes,Used savings;
2620,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Worked more/did casual jobs
5139,You had large unforeseen medical expenses,Yes,Sold agriproducts/livestock/harvest
7649,You had large unforeseen death/funeral expenses,Yes,Used savings;
7649,You had large unforeseen medical expenses,Yes,Used savings;
8859,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Used savings;
8859,You had large unforeseen medical expenses,Yes,Used savings;
8859,You received no money/less money than you expected,Yes,Used savings;
1755,You had large unforeseen medical expenses,Yes,Nothing
1755,"You had large unforeseen expenses, specify",Yes,Nothing
7349,You had large unforeseen medical expenses,Yes,Borrowed money
7349,You had large unforeseen death/funeral expenses,Yes,Borrowed money
9708,You received no money/less money than you expected,Yes,Worked more/did casual jobs
259,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Worked more/did casual jobs
2844,You had large unforeseen medical expenses,Yes,Borrowed money
2844,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Borrowed money
7979,Loss of income as a result of an unexpected drop in the price you get for produce/harvest/ products,Yes,Cut down on expenses
7979,You received no money/less money than you expected,Yes,Cut down on expenses
7979,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Cut down on expenses
3350,You received no money/less money than you expected,Yes,Sold an asset/something obtained for this purpose
3350,You had large unforeseen death/funeral expenses,Yes,Sold an asset/something obtained for this purpose
260,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Used savings;
260,Loss of income as a result of an unexpected drop in the price you get for produce/harvest/ products,Yes,Used savings;
7651,You had large unforeseen death/funeral expenses,Yes,Used savings;
3104,You had large unforeseen medical expenses,Yes,Worked more/did casual jobs
2241,"You had large unforeseen expenses, specify",Yes,Cut down on expenses
3105,You had large unforeseen death/funeral expenses,Yes,Worked more/did casual jobs
261,You had large unforeseen medical expenses,No,Nothing
7350,You received no money/less money than you expected,Yes,Used savings;
6424,You received no money/less money than you expected,Yes,Nothing
6424,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Nothing
1991,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Worked more/did casual jobs
4125,You had large unforeseen medical expenses,Yes,Used savings;
4403,You had large unforeseen medical expenses,Yes,Cut down on expenses
4403,"You had large unforeseen expenses, specify",Yes,Cut down on expenses
4403,You had large unforeseen death/funeral expenses,Yes,Cut down on expenses
4917,You had large unforeseen death/funeral expenses,Yes,Sold agriproducts/livestock/harvest
4917,You had large unforeseen medical expenses,Yes,Sold agriproducts/livestock/harvest
4126,You had large unforeseen medical expenses,Yes,Worked more/did casual jobs
4126,You received no money/less money than you expected,Yes,Worked more/did casual jobs
4404,You had large unforeseen medical expenses,Yes,Cut down on expenses
2446,Loss of income as a result of an unexpected drop in the price you get for produce/harvest/ products,Yes,Sold agriproducts/livestock/harvest
2446,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Sold agriproducts/livestock/harvest
8096,You had large unforeseen death/funeral expenses,Yes,Used savings;
8096,You received no money/less money than you expected,Yes,Help from friends/relatives/community/Government
8096,You had large unforeseen medical expenses,Yes,Used savings;
9054,You had large unforeseen medical expenses,Yes,Cut down on expenses
9054,You had large unforeseen death/funeral expenses,Yes,Cut down on expenses
9054,Loss of income as a result of an unexpected drop in the price you get for produce/harvest/ products,Yes,Cut down on expenses
6869,You received no money/less money than you expected,Yes,Help from friends/relatives/community/Government
6869,You had large unforeseen death/funeral expenses,Yes,Help from friends/relatives/community/Government
6869,Loss of income as a result of an unexpected drop in the price you get for produce/harvest/ products,Yes,Help from friends/relatives/community/Government
6869,You had large unforeseen medical expenses,Yes,Help from friends/relatives/community/Government
7652,You received no money/less money than you expected,Yes,Cut down on expenses
7652,Loss of income as a result of an unexpected drop in the price you get for produce/harvest/ products,Yes,Cut down on expenses
1316,You had large unforeseen medical expenses,Yes,Worked more/did casual jobs
3613,You had large unforeseen medical expenses,Yes,Used savings;
3613,You had large unforeseen death/funeral expenses,Yes,Used savings;
9055,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Used savings;
3351,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Worked more/did casual jobs
3351,You had large unforeseen medical expenses,Yes,Borrowed money
7653,You received no money/less money than you expected,Yes,Cut down on expenses
16,You had large unforeseen death/funeral expenses,Yes,Used savings;
16,You received no money/less money than you expected,Yes,Borrowed money
8860,Loss of income as a result of an unexpected drop in the price you get for produce/harvest/ products,Yes,Nothing
8860,You had large unforeseen death/funeral expenses,Yes,Nothing
9056,You received no money/less money than you expected,Yes,Worked more/did casual jobs
9056,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Worked more/did casual jobs
6577,You had large unforeseen death/funeral expenses,No,Nothing
6052,You had large unforeseen death/funeral expenses,Yes,Help from friends/relatives/community/Government
6052,You had large unforeseen medical expenses,Yes,Used savings;
17,You received no money/less money than you expected,Yes,Cut down on expenses
17,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Cut down on expenses
17,Loss of income as a result of an unexpected drop in the price you get for produce/harvest/ products,Yes,Cut down on expenses
495,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Nothing
495,You had large unforeseen medical expenses,Yes,Nothing
4127,"You had large unforeseen expenses, specify",Yes,Sold agriproducts/livestock/harvest
5899,You received no money/less money than you expected,Yes,Nothing
5899,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Cut down on expenses
5899,Loss of income as a result of an unexpected drop in the price you get for produce/harvest/ products,Yes,Nothing
6960,You received no money/less money than you expected,Yes,Nothing
5900,You received no money/less money than you expected,Yes,Nothing
2845,You had large unforeseen death/funeral expenses,Yes,Cut down on expenses
2845,You had large unforeseen medical expenses,Yes,Cut down on expenses
6870,Loss of income as a result of an unexpected drop in the price you get for produce/harvest/ products,Yes,Nothing
6870,You had large unforeseen medical expenses,Yes,Nothing
6870,You received no money/less money than you expected,Yes,Nothing
3352,You received no money/less money than you expected,Yes,Worked more/did casual jobs
3352,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Worked more/did casual jobs
3352,You had large unforeseen medical expenses,Yes,Worked more/did casual jobs
4644,You had large unforeseen death/funeral expenses,Yes,Sold agriproducts/livestock/harvest
4644,You had large unforeseen medical expenses,Yes,Sold agriproducts/livestock/harvest
2621,You received no money/less money than you expected,Yes,Used savings;
2447,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Cut down on expenses
2447,You received no money/less money than you expected,Yes,Cut down on expenses
990,You had large unforeseen death/funeral expenses,Yes,Cut down on expenses
990,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Cut down on expenses
990,You received no money/less money than you expected,Yes,Nothing
990,Loss of income as a result of an unexpected drop in the price you get for produce/harvest/ products,Yes,Sold asset/something not obtained for this purpose
6213,You received no money/less money than you expected,Yes,Borrowed money
8250,You had large unforeseen death/funeral expenses,No,Used savings;
1570,You had large unforeseen death/funeral expenses,Yes,Worked more/did casual jobs
1570,You had large unforeseen medical expenses,Yes,Worked more/did casual jobs
1570,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Worked more/did casual jobs
59,You had large unforeseen death/funeral expenses,Yes,Nothing
59,You had large unforeseen medical expenses,Yes,Sold agriproducts/livestock/harvest
6961,"You had large unforeseen expenses, specify",No,Used savings;
5713,Loss of income as a result of an unexpected drop in the price you get for produce/harvest/ products,Yes,Sold agriproducts/livestock/harvest
5901,You received no money/less money than you expected,Yes,Nothing
5901,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Worked more/did casual jobs
5901,You had large unforeseen medical expenses,Yes,Cut down on expenses
2243,You had large unforeseen death/funeral expenses,Yes,Help from friends/relatives/community/Government
2243,You had large unforeseen medical expenses,Yes,Help from friends/relatives/community/Government
2244,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Borrowed money
6578,You received no money/less money than you expected,Yes,Cut down on expenses
7657,You had large unforeseen medical expenses,Yes,Cut down on expenses
262,You had large unforeseen medical expenses,Yes,Help from friends/relatives/community/Government
262,You received no money/less money than you expected,Yes,Sold agriproducts/livestock/harvest
9057,You had large unforeseen medical expenses,Yes,Cut down on expenses
9057,Loss of income as a result of an unexpected drop in the price you get for produce/harvest/ products,Yes,Cut down on expenses
8862,You had large unforeseen death/funeral expenses,Yes,Cut down on expenses
8862,You had large unforeseen medical expenses,Yes,Cut down on expenses
8862,You received no money/less money than you expected,Yes,Cut down on expenses
2622,You had large unforeseen medical expenses,Yes,Used savings;
3107,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Used savings;
3107,You received no money/less money than you expected,Yes,Cut down on expenses
993,You received no money/less money than you expected,Yes,Cut down on expenses
5714,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Used savings;
7056,You had large unforeseen medical expenses,Yes,Nothing
7658,You had large unforeseen medical expenses,No,Nothing
1318,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Used savings;
1318,Loss of income as a result of an unexpected drop in the price you get for produce/harvest/ products,Yes,Sold agriproducts/livestock/harvest
5473,You had large unforeseen medical expenses,Yes,Used savings;
5473,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Sold agriproducts/livestock/harvest
5473,Loss of income as a result of an unexpected drop in the price you get for produce/harvest/ products,Yes,Worked more/did casual jobs
8470,You had large unforeseen medical expenses,Yes,Cut down on expenses
1993,You had large unforeseen death/funeral expenses,Yes,Nothing
1319,Loss of income as a result of an unexpected drop in the price you get for produce/harvest/ products,Yes,Cut down on expenses
1319,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Cut down on expenses
1319,You received no money/less money than you expected,Yes,Cut down on expenses
9437,You received no money/less money than you expected,Yes,Nothing
9437,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Cut down on expenses
5715,You received no money/less money than you expected,Yes,Worked more/did casual jobs
5715,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Worked more/did casual jobs
5715,Loss of income as a result of an unexpected drop in the price you get for produce/harvest/ products,Yes,Nothing
8586,You received no money/less money than you expected,Yes,Used savings;
8586,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Used savings;
5902,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Sold asset/something not obtained for this purpose
4919,You had large unforeseen death/funeral expenses,Yes,Used savings;
4919,You had large unforeseen medical expenses,Yes,Used savings;
995,You had large unforeseen medical expenses,Yes,Cut down on expenses
6714,You had large unforeseen medical expenses,No,Sold agriproducts/livestock/harvest
6714,Harvest/crop failure/loss of livestock only for those who farm?,No,Nothing
5474,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Cut down on expenses
7057,You received no money/less money than you expected,Yes,Cut down on expenses
9834,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Cut down on expenses
263,You had large unforeseen death/funeral expenses,Yes,Sold an asset/something obtained for this purpose
263,Loss of income as a result of an unexpected drop in the price you get for produce/harvest/ products,Yes,Used savings;
263,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Sold an asset/something obtained for this purpose
7352,You had large unforeseen medical expenses,Yes,Borrowed money
7352,You had large unforeseen death/funeral expenses,Yes,Borrowed money
9510,You had large unforeseen death/funeral expenses,Yes,Worked more/did casual jobs
9510,You had large unforeseen medical expenses,Yes,Worked more/did casual jobs
7197,You received no money/less money than you expected,No,Cut down on expenses
7197,You had large unforeseen medical expenses,Yes,Cut down on expenses
1758,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Cut down on expenses
1758,Loss of income as a result of an unexpected drop in the price you get for produce/harvest/ products,Yes,Cut down on expenses
5285,You received no money/less money than you expected,Yes,Borrowed money
9251,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Sold agriproducts/livestock/harvest
9251,Loss of income as a result of an unexpected drop in the price you get for produce/harvest/ products,Yes,Sold agriproducts/livestock/harvest
9251,You received no money/less money than you expected,Yes,Sold agriproducts/livestock/harvest
5716,You received no money/less money than you expected,Yes,Worked more/did casual jobs
4920,Loss of income as a result of an unexpected drop in the price you get for produce/harvest/ products,Yes,Worked more/did casual jobs
4920,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Worked more/did casual jobs
4920,You received no money/less money than you expected,Yes,Worked more/did casual jobs
6426,You received no money/less money than you expected,No,Sold agriproducts/livestock/harvest
997,You received no money/less money than you expected,Yes,Cut down on expenses
3616,Loss of income as a result of an unexpected drop in the price you get for produce/harvest/ products,Yes,Nothing
3616,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Nothing
3616,You received no money/less money than you expected,Yes,Nothing
9252,You received no money/less money than you expected,Yes,Worked more/did casual jobs
2625,You had large unforeseen medical expenses,No,Nothing
8865,You had large unforeseen death/funeral expenses,Yes,Used savings;
8472,You had large unforeseen medical expenses,Yes,Nothing
8472,You had large unforeseen death/funeral expenses,Yes,Nothing
8472,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Nothing
1995,Loss of income as a result of an unexpected drop in the price you get for produce/harvest/ products,Yes,Nothing
6579,You had large unforeseen medical expenses,Yes,Help from friends/relatives/community/Government
6579,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Sold agriproducts/livestock/harvest
8325,You had large unforeseen medical expenses,Yes,Worked more/did casual jobs
1320,You had large unforeseen death/funeral expenses,Yes,Nothing
1320,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Cut down on expenses
1320,You had large unforeseen medical expenses,Yes,Sold agriproducts/livestock/harvest
998,You received no money/less money than you expected,Yes,Borrowed money
998,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Worked more/did casual jobs
3109,You had large unforeseen medical expenses,Yes,Cut down on expenses
4129,You had large unforeseen medical expenses,Yes,Sold agriproducts/livestock/harvest
5143,You had large unforeseen medical expenses,Yes,Borrowed money
264,You had large unforeseen medical expenses,Yes,Worked more/did casual jobs
1571,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Nothing
5906,You had large unforeseen medical expenses,Yes,Used savings;
3617,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Sold agriproducts/livestock/harvest
5478,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Worked more/did casual jobs
6056,You had large unforeseen medical expenses,Yes,Borrowed money
9438,You had large unforeseen medical expenses,Yes,Used savings;
8473,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Worked more/did casual jobs
7198,You received no money/less money than you expected,Yes,Cut down on expenses
5907,You had large unforeseen medical expenses,Yes,Help from friends/relatives/community/Government
1996,You had large unforeseen medical expenses,No,Nothing
5286,You had large unforeseen medical expenses,Yes,Used savings;
999,You had large unforeseen medical expenses,Yes,Borrowed money
1000,You received no money/less money than you expected,Yes,Nothing
4130,Loss of income as a result of an unexpected drop in the price you get for produce/harvest/ products,Yes,Worked more/did casual jobs
4130,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Sold agriproducts/livestock/harvest
4131,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Cut down on expenses
5287,You received no money/less money than you expected,Yes,Sold agriproducts/livestock/harvest
5287,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Sold agriproducts/livestock/harvest
8251,You received no money/less money than you expected,No,Cut down on expenses
8588,You had large unforeseen death/funeral expenses,Yes,Used savings;
8588,You had large unforeseen medical expenses,Yes,Used savings;
8588,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Used savings;
7668,You received no money/less money than you expected,Yes,Cut down on expenses
7668,You had large unforeseen medical expenses,Yes,Cut down on expenses
3111,You had large unforeseen medical expenses,Yes,Worked more/did casual jobs
8326,You had large unforeseen medical expenses,Yes,Worked more/did casual jobs
6057,You received no money/less money than you expected,Yes,Used savings;
1572,Loss of income as a result of an unexpected drop in the price you get for produce/harvest/ products,Yes,Used savings;
1572,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Borrowed money
1572,You received no money/less money than you expected,Yes,Nothing
1572,You had large unforeseen medical expenses,Yes,Borrowed money
3885,You received no money/less money than you expected,Yes,Cut down on expenses
2450,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Worked more/did casual jobs
2450,Loss of income as a result of an unexpected drop in the price you get for produce/harvest/ products,Yes,Worked more/did casual jobs
2846,You had large unforeseen medical expenses,Yes,Sold agriproducts/livestock/harvest
2846,You had large unforeseen death/funeral expenses,Yes,Sold agriproducts/livestock/harvest
6058,You received no money/less money than you expected,Yes,Nothing
3356,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Nothing
265,Loss of income as a result of an unexpected drop in the price you get for produce/harvest/ products,Yes,Sold asset/something not obtained for this purpose
265,"You had large unforeseen expenses, specify",Yes,Sold agriproducts/livestock/harvest
265,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Sold agriproducts/livestock/harvest
265,You received no money/less money than you expected,Yes,Sold agriproducts/livestock/harvest
265,You had large unforeseen medical expenses,Yes,Sold agriproducts/livestock/harvest
4923,You had large unforeseen medical expenses,Yes,Used savings;
4923,You received no money/less money than you expected,Yes,Sold agriproducts/livestock/harvest
4923,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Sold agriproducts/livestock/harvest
703,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Nothing
5146,Loss of income as a result of an unexpected drop in the price you get for produce/harvest/ products,Yes,Borrowed money
4407,You had large unforeseen medical expenses,Yes,Used savings;
4407,You received no money/less money than you expected,Yes,Cut down on expenses
1321,Loss of income as a result of an unexpected drop in the price you get for produce/harvest/ products,Yes,Cut down on expenses
2245,"You had large unforeseen expenses, specify",Yes,Borrowed money
498,You received no money/less money than you expected,Yes,Worked more/did casual jobs
498,You had large unforeseen death/funeral expenses,Yes,Worked more/did casual jobs
498,You had large unforeseen medical expenses,Yes,Worked more/did casual jobs
498,Loss of income as a result of an unexpected drop in the price you get for produce/harvest/ products,Yes,Worked more/did casual jobs
1574,You had large unforeseen medical expenses,Yes,Worked more/did casual jobs
1574,You had large unforeseen death/funeral expenses,Yes,Worked more/did casual jobs
3618,You had large unforeseen medical expenses,Yes,Borrowed money
4133,You had large unforeseen medical expenses,Yes,Used savings;
4133,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Used savings;
4133,You received no money/less money than you expected,Yes,Used savings;
4645,You received no money/less money than you expected,Yes,Worked more/did casual jobs
4645,You had large unforeseen death/funeral expenses,No,Worked more/did casual jobs
4645,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Worked more/did casual jobs
5288,Loss of income as a result of an unexpected drop in the price you get for produce/harvest/ products,Yes,Used savings;
5288,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Used savings;
5288,You received no money/less money than you expected,Yes,Used savings;
499,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Nothing
499,Loss of income as a result of an unexpected drop in the price you get for produce/harvest/ products,Yes,Sold agriproducts/livestock/harvest
5289,You had large unforeseen medical expenses,No,Help from friends/relatives/community/Government
5290,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Worked more/did casual jobs
5290,You received no money/less money than you expected,Yes,Worked more/did casual jobs
5290,You had large unforeseen medical expenses,Yes,Worked more/did casual jobs
7910,You had large unforeseen medical expenses,Yes,Nothing
5291,You had large unforeseen medical expenses,Yes,Worked more/did casual jobs
5291,You received no money/less money than you expected,Yes,Worked more/did casual jobs
7353,You had large unforeseen medical expenses,Yes,Worked more/did casual jobs
1575,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Borrowed money
1575,You received no money/less money than you expected,Yes,Borrowed money
1575,Loss of income as a result of an unexpected drop in the price you get for produce/harvest/ products,Yes,Borrowed money
7669,You had large unforeseen medical expenses,Yes,Cut down on expenses
5480,You had large unforeseen medical expenses,Yes,Sold agriproducts/livestock/harvest
5480,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Worked more/did casual jobs
1999,You had large unforeseen medical expenses,Yes,Used savings;
5719,You had large unforeseen medical expenses,Yes,Worked more/did casual jobs
5719,You received no money/less money than you expected,Yes,Nothing
5719,You had large unforeseen death/funeral expenses,Yes,Worked more/did casual jobs
4924,You had large unforeseen medical expenses,Yes,Nothing
1576,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Cut down on expenses
9710,"You had large unforeseen expenses, specify",Yes,Borrowed money
1001,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Sold agriproducts/livestock/harvest
8867,You received no money/less money than you expected,Yes,Worked more/did casual jobs
8867,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Nothing
8061,Loss of income as a result of an unexpected drop in the price you get for produce/harvest/ products,Yes,Used savings;
8868,You had large unforeseen medical expenses,No,Used savings;
8868,You had large unforeseen death/funeral expenses,No,Used savings;
8868,Loss of income as a result of an unexpected drop in the price you get for produce/harvest/ products,No,Used savings;
3620,You had large unforeseen medical expenses,Yes,Sold an asset/something obtained for this purpose
9060,You had large unforeseen death/funeral expenses,Yes,Used savings;
9060,You had large unforeseen medical expenses,Yes,Used savings;
2247,You had large unforeseen death/funeral expenses,Yes,Cut down on expenses
4135,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Worked more/did casual jobs
3887,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Used savings;
3887,Loss of income as a result of an unexpected drop in the price you get for produce/harvest/ products,Yes,Borrowed money
503,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Cut down on expenses
7980,You received no money/less money than you expected,Yes,Nothing
1760,You had large unforeseen medical expenses,Yes,Help from friends/relatives/community/Government
5147,You had large unforeseen medical expenses,Yes,Sold agriproducts/livestock/harvest
1761,Loss of income as a result of an unexpected drop in the price you get for produce/harvest/ products,Yes,Nothing
1761,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Worked more/did casual jobs
1761,You had large unforeseen medical expenses,Yes,Borrowed money
1761,You received no money/less money than you expected,Yes,Nothing
9511,You had large unforeseen death/funeral expenses,Yes,Worked more/did casual jobs
9511,You had large unforeseen medical expenses,Yes,Worked more/did casual jobs
1002,You had large unforeseen medical expenses,Yes,Sold agriproducts/livestock/harvest
1002,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Cut down on expenses
1002,Loss of income as a result of an unexpected drop in the price you get for produce/harvest/ products,Yes,Cut down on expenses
1002,You had large unforeseen death/funeral expenses,No,Used savings;
7672,You had large unforeseen medical expenses,Yes,Used savings;
3357,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Worked more/did casual jobs
3357,You had large unforeseen medical expenses,Yes,Worked more/did casual jobs
3357,You received no money/less money than you expected,Yes,Worked more/did casual jobs
1003,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Cut down on expenses
1762,You had large unforeseen medical expenses,Yes,Nothing
2847,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Borrowed money
5482,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Used savings;
5482,Loss of income as a result of an unexpected drop in the price you get for produce/harvest/ products,No,Cut down on expenses
1577,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Worked more/did casual jobs
1577,You had large unforeseen medical expenses,Yes,Worked more/did casual jobs
1577,You received no money/less money than you expected,Yes,Worked more/did casual jobs
7199,You received no money/less money than you expected,Yes,Cut down on expenses
2453,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Worked more/did casual jobs
7673,You received no money/less money than you expected,No,Sold agriproducts/livestock/harvest
7200,You had large unforeseen death/funeral expenses,Yes,Sold agriproducts/livestock/harvest
7200,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Worked more/did casual jobs
7200,You had large unforeseen medical expenses,No,Sold agriproducts/livestock/harvest
6582,You received no money/less money than you expected,Yes,Worked more/did casual jobs
6582,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Worked more/did casual jobs
2454,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Worked more/did casual jobs
2454,You had large unforeseen death/funeral expenses,Yes,Sold agriproducts/livestock/harvest
6217,Loss of income as a result of an unexpected drop in the price you get for produce/harvest/ products,Yes,Worked more/did casual jobs
6217,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Cut down on expenses
6217,You had large unforeseen medical expenses,Yes,Used savings;
6217,You received no money/less money than you expected,Yes,Cut down on expenses
6718,"You had large unforeseen expenses, specify",Yes,Cut down on expenses
6718,You had large unforeseen medical expenses,Yes,Cut down on expenses
6718,You received no money/less money than you expected,Yes,Cut down on expenses
6718,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Cut down on expenses
2248,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Worked more/did casual jobs
2248,Loss of income as a result of an unexpected drop in the price you get for produce/harvest/ products,Yes,Worked more/did casual jobs
2248,You had large unforeseen death/funeral expenses,Yes,Worked more/did casual jobs
2248,You had large unforeseen medical expenses,Yes,Worked more/did casual jobs
8589,You received no money/less money than you expected,Yes,Used savings;
8589,You had large unforeseen medical expenses,Yes,Used savings;
6322,Loss of income as a result of an unexpected drop in the price you get for produce/harvest/ products,Yes,Used savings;
8171,You had large unforeseen medical expenses,Yes,Used savings;
8171,Loss of income as a result of an unexpected drop in the price you get for produce/harvest/ products,Yes,Used savings;
8171,You received no money/less money than you expected,Yes,Used savings;
1578,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Worked more/did casual jobs
1578,You had large unforeseen medical expenses,No,Cut down on expenses
1578,You received no money/less money than you expected,Yes,Worked more/did casual jobs
9125,You received no money/less money than you expected,Yes,Nothing
9125,You had large unforeseen medical expenses,Yes,Nothing
1004,You had large unforeseen death/funeral expenses,Yes,Worked more/did casual jobs
1004,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Worked more/did casual jobs
61,You received no money/less money than you expected,No,Cut down on expenses
4136,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Borrowed money
4136,You received no money/less money than you expected,Yes,Borrowed money
1763,"You had large unforeseen expenses, specify",Yes,Worked more/did casual jobs
504,Loss of income as a result of an unexpected drop in the price you get for produce/harvest/ products,Yes,Cut down on expenses
504,You received no money/less money than you expected,Yes,Cut down on expenses
504,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Cut down on expenses
3114,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Worked more/did casual jobs
3114,You had large unforeseen medical expenses,Yes,Sold agriproducts/livestock/harvest
9440,You received no money/less money than you expected,Yes,Borrowed money
9440,Loss of income as a result of an unexpected drop in the price you get for produce/harvest/ products,Yes,Nothing
9440,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Used savings;
9194,You had large unforeseen death/funeral expenses,Yes,Sold agriproducts/livestock/harvest
6719,You received no money/less money than you expected,Yes,Used savings;
